cardreferencenumber,cardholdergender,cardholdername,nameoncard,employeeid,companyid,firstname,middlename,lastname,embossingname,salutation,additionallineoncard,phonenumber,emailaddress,deliveryaddressline1,deliveryaddressline2,deliveryaddressline3,deliveryaddressline4,deliveryaddressstate,deliveryaddresscountry,deliveryaddresspincode,deliveryaddresscity,deliveryaddressphoneno,deliveryaddressmobileno,deliveryaddressemail,dispatchpin,clientorderid,clientordercreatorid,clientid,clientname,status,card6x4,embossingfilename,cardid,startdatemonth,startdateseparator,startdateyear,expirydatemonth,expirydateseparator,expirydateyear,addressline1,addressline2,addressline3,addressline4,pincode,city,state,country,embossingthirdline,embossingfourthline,plasticcode,productcode,templateid,cardskuid,requesttimestamp,ispersonalized,clientcardid,recordid,orderid,deliveryaddressname,_load_ts_ms,vendorid,batchid,groupid,scheduleinstanceid,issuancetype,additionalattributes,notificationurls,files,vendorresponse,cdc_source_ts_ms,cdc_op
194773636418,,COA__1441665598567441191__243574,COA__1441665598567441191__243574,,,,,,COA__1441665598567441191__243574,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,e2c79c0e-17dc-444a-9f5d-8e25a8af6458FPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-5398,,,9,/,23,9,/,27,,,,,,,,,COA__1441665598567441191__243574,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-14 15:38:16.313045+00:00,False,0,1,2292749a-3681-43fb-950f-518a1fc3acf2,Farzan Shaikh,1695800923000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_27_09_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20230927131243.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20230927131243.pgp\"",\""fileGenerationTimeStamp\"":\""2023-09-27T07:43:29.926Z[UTC]\""}}""","""null""",1695800610030,
143891776247,,COA__1441665598567441191__368670,COA__1441665598567441191__368670,,,,,,COA__1441665598567441191__368670,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,c4f043d2-4f32-4a69-874f-93418b282f36FPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-9650,,,9,/,23,9,/,27,,,,,,,,,COA__1441665598567441191__368670,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-14 15:38:16.965481+00:00,False,0,1,8b218d6c-9e10-4818-82a1-941d2a999206,Farzan Shaikh,1695800923000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_27_09_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20230927131243.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20230927131243.pgp\"",\""fileGenerationTimeStamp\"":\""2023-09-27T07:43:29.926Z[UTC]\""}}""","""null""",1695800610030,
139721631556,,COA__1995340908378242767__990863,COA__1995340908378242767__990863,,,,,,COA__1995340908378242767__990863,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,cb7ffeea-a172-4549-b3bd-e623d908cdedFPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-9758,,,10,/,23,10,/,27,,,,,,,,,COA__1995340908378242767__990863,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-15 01:37:36.465649+00:00,False,0,1,db75eb82-0826-41a8-aaac-97a5534bc7c0,Farzan Shaikh,1697463453000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_16_10_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20231016190015.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20231016190015.pgp\"",\""fileGenerationTimeStamp\"":\""2023-10-16T13:30:25.205Z[UTC]\""}}""","""null""",1697463025232,
168402036958,,,,,,,,,,,,,,,,,,,,,,,,,False,3dcdd42e-7a6b-408a-a1cc-9e14a0e8a7ee,Mumbai,rupay-embossing,,CARD_DATA_PERSISTED,989898-xxxxxx-2919,,,3,/,23,2,/,26,,,,,,,,,,,WHITEC,RBLZAPPCREDIT,,RBL_VISA_ZAPP_PHY,2023-03-24 04:12:36.663161+00:00,False,0,1,71d991ab-a42b-44a5-b06f-ebeeb76193aa,,1689332304000,,878ddaed-d649-404f-a159-957217a09055,,,NEW_ISSUANCE,"""{}""","""[]""","""{}""","""null""",1683530848675,
138266901284,,,,,,,,,,,,,,,,,,,,,,,,,False,360b1ab7-32c0-445d-a116-58a2b6e62421,Mumbai,rupay-embossing,,CARD_DATA_PERSISTED,989898-xxxxxx-4038,,,3,/,23,2,/,26,,,,,,,,,,,WHITEC,RBLZAPPCREDIT,,RBL_VISA_ZAPP_PHY,2023-03-24 09:32:42.182179+00:00,False,0,1,5061c6f2-828d-427d-9f21-edab061a9907,,1689332304000,,878ddaed-d649-404f-a159-957217a09055,,,NEW_ISSUANCE,"""{}""","""[]""","""{}""","""null""",1683530848675,
188136529185,,,,,,,,,,,,,,,,,,,,,,,,,False,22ed55f6-db10-447d-8e53-138926e9f526,Mumbai,rupay-embossing,,CARD_DATA_PERSISTED,989898-xxxxxx-0478,,,4,/,23,3,/,26,,,,,,,,,,,WHITEC,RBLZAPPCREDIT,,RBL_VISA_ZAPP_PHY,2023-04-10 06:08:11.884142+00:00,False,0,1,e351a9c8-5a40-4549-9f68-b2dd1315425e,,1689332304000,,878ddaed-d649-404f-a159-957217a09055,,,NEW_ISSUANCE,"""{}""","""[]""","""{}""","""null""",1683530848675,
146734851934,,,,,,,,,,,,,,,,,,,,,,,,,False,a31ce753-bc81-4f3e-a09d-df70b3f4fa52,Mumbai,rupay-embossing,,CARD_DATA_PERSISTED,989898-xxxxxx-6606,,,4,/,23,3,/,26,,,,,,,,,,,WHITEC,RBLZAPPCREDIT,,RBL_VISA_ZAPP_PHY,2023-04-22 12:59:40.845387+00:00,False,0,1,e71fc08b-fbe4-47cd-b7db-4c44689aa81f,,1689332304000,,878ddaed-d649-404f-a159-957217a09055,,,NEW_ISSUANCE,"""{}""","""[]""","""{}""","""null""",1683530848675,
117086146503,,COA__1441665598567441191__430429,COA__1441665598567441191__430429,,,,,,COA__1441665598567441191__430429,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,bb1c7bbb-b09e-45dc-b2cc-f319fe7bffbbFPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-1126,,,9,/,23,9,/,27,,,,,,,,,COA__1441665598567441191__430429,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-14 15:37:28.269167+00:00,False,0,1,f5b5c5ac-91fe-4a73-9327-5cdbca1b2712,Farzan Shaikh,1695797413000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_27_09_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20230927121236.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20230927121236.pgp\"",\""fileGenerationTimeStamp\"":\""2023-09-27T06:43:58.922Z[UTC]\""}}""","""null""",1695797039056,
153863287861,,COA__1441665598567441191__380956,COA__1441665598567441191__380956,,,,,,COA__1441665598567441191__380956,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,d17d645d-15bb-4e35-9a2d-375378405651FPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-4337,,,9,/,23,9,/,27,,,,,,,,,COA__1441665598567441191__380956,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-14 15:37:39.733362+00:00,False,0,1,2b3cc572-d7d9-4339-8974-f5f00cb22a58,Farzan Shaikh,1695800923000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_27_09_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20230927131243.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20230927131243.pgp\"",\""fileGenerationTimeStamp\"":\""2023-09-27T07:43:29.926Z[UTC]\""}}""","""null""",1695800610030,
197674295705,,COA__1995340908378242767__196884,COA__1995340908378242767__196884,,,,,,COA__1995340908378242767__196884,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,1b6209f4-6cb0-4807-883e-ddbd9aebb947FPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-7694,,,10,/,23,10,/,27,,,,,,,,,COA__1995340908378242767__196884,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-15 01:37:35.818405+00:00,False,0,1,ad10d971-eb13-42dc-aa76-58b90b7e9e4e,Farzan Shaikh,1697463453000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_16_10_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20231016190015.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20231016190015.pgp\"",\""fileGenerationTimeStamp\"":\""2023-10-16T13:30:25.205Z[UTC]\""}}""","""null""",1697463025232,
173153098579,,COA__1441665598567441191__869131,COA__1441665598567441191__869131,,,,,,COA__1441665598567441191__869131,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,5e4a6d5b-fd85-40c4-b615-43458161d07fFPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-2993,,,9,/,23,9,/,27,,,,,,,,,COA__1441665598567441191__869131,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-14 15:37:41.805970+00:00,False,0,1,e0891455-a0b2-4727-888c-35ec4491a2d3,Farzan Shaikh,1695800923000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_27_09_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20230927131243.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20230927131243.pgp\"",\""fileGenerationTimeStamp\"":\""2023-09-27T07:43:29.926Z[UTC]\""}}""","""null""",1695800610030,
187800380584,,COA__1995340908378242767__509169,COA__1995340908378242767__509169,,,,,,COA__1995340908378242767__509169,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,4483d655-d316-4e8f-9a11-1ec07408fb11FPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-3257,,,9,/,23,9,/,27,,,,,,,,,COA__1995340908378242767__509169,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-14 15:39:23.229431+00:00,False,0,1,4fe4a719-c916-4e53-9f7b-18845fc60846,Farzan Shaikh,1695964924000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_29_09_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20230929104644.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20230929104644.pgp\"",\""fileGenerationTimeStamp\"":\""2023-09-29T05:17:27.817Z[UTC]\""}}""","""null""",1695964647948,
154909042812,,,,,,,,,,,,,,,,,,,,,,,,,False,9d1cc1b6-ae86-4725-91ea-5779cd0ad154,Mumbai,rupay-embossing,,CARD_DATA_PERSISTED,989898-xxxxxx-9520,,,10,/,23,9,/,26,,,,,,,,,,,WHITEC,RBLZAPPCREDIT,,RBL_VISA_ZAPP_PHY,2023-10-16 06:16:12.372756+00:00,False,0,1,cc08fec8-4998-425a-b49e-c538ee8c16e6,,1697437337000,,878ddaed-d649-404f-a159-957217a09055,,,NEW_ISSUANCE,"""{}""","""[]""","""{}""","""null""",1697436972808,
131545412110,,COA__1441665598567441191__986306,COA__1441665598567441191__986306,,,,,,COA__1441665598567441191__986306,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,24a7bedf-0fba-4853-a763-dc0291b884b1FPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-2815,,,9,/,23,9,/,27,,,,,,,,,COA__1441665598567441191__986306,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-14 15:38:17.556938+00:00,False,0,1,09cac46e-29dc-4fdf-a025-2c965db4a43b,Farzan Shaikh,1695800923000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_27_09_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20230927131243.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20230927131243.pgp\"",\""fileGenerationTimeStamp\"":\""2023-09-27T07:43:29.926Z[UTC]\""}}""","""null""",1695800610030,
133910146111,,COA__1995340908378242767__958977,COA__1995340908378242767__958977,,,,,,COA__1995340908378242767__958977,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,b3a4619a-92e7-4002-a4ac-e763f70efdedFPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-2493,,,9,/,23,9,/,27,,,,,,,,,COA__1995340908378242767__958977,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-14 15:39:39.370188+00:00,False,0,1,9a3c5f71-1e14-499f-8812-184a49623a6b,Farzan Shaikh,1695964924000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_29_09_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20230929104644.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20230929104644.pgp\"",\""fileGenerationTimeStamp\"":\""2023-09-29T05:17:27.817Z[UTC]\""}}""","""null""",1695964647948,
135002526439,,COA__1995340908378242767__459330,COA__1995340908378242767__459330,,,,,,COA__1995340908378242767__459330,,,,,Directiplex,Near Andheri Subway,Old Nagardas Road,Andheri East,Maharashtra,India,755023,Mumbai,+919090909090,,,False,31e478ce-1db7-4fd2-84ac-3bb170f3d24cFPO,,embossing,,EMBOSSING_FILE_GENERATED,888830-xxxxxx-7336,,,10,/,23,10,/,27,,,,,,,,,COA__1995340908378242767__459330,Joseph,WHITEC,CRPUS003001_LSG,,SKUUS003001_LSG,2023-09-15 01:37:35.304426+00:00,False,0,1,faa1527b-d427-4836-9dfd-4baa3c0266bd,Farzan Shaikh,1697463453000,VENIN00100703,53d78d92-0d8d-4c11-833a-fa25742d8470,SKUUS003001_LSG_VENIN00100703,ee6d5cb9-ee8d-404e-8609-f47436c74511_16_10_2023,NEW_ISSUANCE,"""{\""cashlimit\"":\""30001\"",\""homephone\"":\""9930158052\"",\""landmark1\"":\""mazgaon\"",\""landmark2\"":\""anjeerwadi\"",\""resmailid\"":\""idristinwala53@gmail.com\"",\""trackingId\"":\""00000000000\"",\""creditlimit\"":\""1000001\"",\""officephone\"":\""2307899\"",\""productName\"":\""ZAPPCREDIT\"",\""accountnumber\"":\""30315183\"",\""promodiscount\"":\""999\"",\""officialmailid\"":\""idristi@zeta.tech\""}""","""[]""","""{\""EMBOSSING\"":{\""fileName\"":\""ftp1317-20231016190015.pgp\"",\""backupFileName\"":\""used/88883001/Evolve.EMB.20231016190015.pgp\"",\""fileGenerationTimeStamp\"":\""2023-10-16T13:30:25.205Z[UTC]\""}}""","""null""",1697463025232,
172372710054,,,,,,,,,,,,,,,,,,,,,,,,,False,f82e7975-5697-4d9f-9d20-f0bcf5ab5476,Mumbai,rupay-embossing,,CARD_DATA_PERSISTED,989898-xxxxxx-3095,,,10,/,23,9,/,26,,,,,,,,,,,WHITEC,RBLZAPPCREDIT,,RBL_VISA_ZAPP_PHY,2023-10-16 14:13:09.436983+00:00,False,0,1,e9aefee7-f14f-40b3-a214-527321c1f1b1,,1697465979000,,878ddaed-d649-404f-a159-957217a09055,,,NEW_ISSUANCE,"""{}""","""[]""","""{}""","""null""",1697465591643,
